Burr_PD_L1_CMTM6_INFr_LFC	Freeman_B16F10_MHCI_Low_LFC	Freeman_B16F10_NK_LFC	Haney_U937_iggRBC_LFC	Haney_U937_Zymosin_LFC	Henriksson_mNaiveTh_GATA3_r1_LFC	Jiang_Daudi_B_CD40_r1_LFC	Kearney_B16F10_OT_I_LFC	Kearney_MC38_OT_I_aPD1_LFC	Kearney_MC38_OT_I_IgG_LFC	Liu_HSC4_DoxvsnoDox_shADAR_LFC	Manguso_GVAX_only_vs_TCRa_KO_LFC	Manguso_GVAX_PD_1_vs_TCRa_KO_LFC	Manguso_TCRa_KO_vs_In_vitro_LFC	Pan_B16F10_Pmel_1_IFNg_LFC	Parnas_BMDCs_TNF_r1_LFC	Pech_K562_MHCI_r1_LFC	Pech_K562_NK_92_r1_LFC	Ritchie_U937_cGAMP_r1_LFC	Shifrut_pilot_mean_LFC	Shifrut_d1234_LFC	Vredevoogd_IFNGR1mut_SKCM_MART_1_1r_LFC
TBC1D5	-5.9176	-4.9282	-3.071	0.26542	0.045749	-0.76073	0.58734	-5.9276	-2.9782	0.32984	0.68513	NA	NA	NA	-1.4599	-0.20235	0.38562	0.06279	NA	NA	0.16609	0.11622
TBC1D7	-7.6053	1.5895	-0.31329	0.53527	0.22384	0.13173	0.49934	-6.9752	-2.429	0.80922	0.31351	NA	NA	NA	-2.3618	1.2811	-0.18921	-0.76326	NA	NA	-0.087146	-0.22308
TBC1D8	-7.5834	-2.8417	1.806	-0.11881	0.039042	3.11	0.5542	-6.5609	-2.9234	-1.1592	0.46221	NA	NA	NA	0.36873	1.2323	0.28851	0.57944	NA	NA	-0.061993	0.24598
TBC1D8B	-7.6723	-0.53964	0.54673	0.28358	-0.084487	-0.42397	-0.41012	-5.4726	-5.1069	0.87923	-0.31441	NA	NA	NA	-1.1252	0.28119	-1.2196	0.46418	NA	NA	0.027199	0.044157
TBC1D9	-6.8822	1.1308	-1.1671	0.083559	0.059395	-0.51527	0.56939	0.5581	-3.0607	0.58357	-0.12028	NA	NA	NA	-0.39727	2.2517	-0.1925	0.34879	NA	NA	0.055224	0.081005
TBC1D9B	-8.2103	0.12739	-0.28506	0.3447	0.077737	0.71845	-0.031808	-2.5536	-2.4113	-0.99412	-0.2969	NA	NA	NA	-1.2878	-1.7387	-0.20401	0.11098	NA	NA	NA	0.17009
TBCA	-5.8894	5.0308	-3.2651	-0.38868	0.092535	1.0167	-0.10498	-6.9724	-3.9217	-1.3373	-0.46927	NA	NA	NA	NA	2.2249	-5.7298	-2.8363	NA	NA	0.17799	-0.20718
TBCB	-5.7205	-5.0749	-0.82101	-0.067971	0.22115	-0.025038	0.69006	-6.2011	-4.6836	1.6338	0.46584	NA	NA	NA	0.76811	0.4907	-1.0012	-1.6522	NA	NA	-0.2508	-0.017799
TBCC	-6.2417	-5.6993	-2.5357	-0.094215	-0.22797	0.27544	-1.2084	-3.9869	-3.5833	-2.9676	-1.74	NA	NA	NA	-1.2095	-0.44704	-0.33116	-1.3914	NA	NA	-0.0333	-0.5207
TBCCD1	-6.4173	0.10746	0.36554	-0.55289	-0.18612	-0.5527	0.28411	-3.2893	-1.7032	-4.399	-0.05518	NA	NA	NA	-0.68232	1.0248	1.0261	-0.64621	NA	NA	-0.15401	-0.22927
TBCD	-5.7025	1.5097	0.11148	0.33076	0.023867	-0.63381	-0.11182	-6.95	-3.3071	2.1934	0.030215	0.030999	0.39485	0.39171	-0.91412	0.59803	-0.12969	-5.0959	NA	NA	-0.19408	0.3228
TBCE	-5.3435	NA	NA	-0.019974	-0.073317	-0.023878	0.026096	NA	NA	NA	0.66684	NA	NA	NA	NA	2.0812	0.64643	-1.7858	NA	NA	-0.15139	-0.070235
TBCEL	-7.345	-1.8799	-0.67795	0.21746	0.12632	-1.0823	-0.7415	-5.3868	-2.581	-1.2213	-0.19663	NA	NA	NA	-0.71706	3.3757	-0.48889	-0.088713	NA	NA	0.063463	-0.049168
TBCK	-7.1342	-2.9546	-3.2625	-0.27544	0.11365	0.39828	0.76896	-6.6139	-4.9195	-0.82409	-0.54059	NA	NA	NA	0.14513	-0.0030871	-0.37728	-0.17506	NA	NA	-0.1203	0.12323
TBK1	-6.9652	3.371	-0.89126	-0.073894	0.021518	2.0244	0.10959	-6.5285	-4.0029	1.4388	0.033549	-0.64811	-1.5469	-0.54038	-2.3542	1.8686	0.88948	0.10813	NA	NA	-0.067515	-0.59412
TBKBP1	-6.909	-0.30533	0.17195	0.19959	0.031675	0.41341	-0.31329	-6.9831	-3.2366	-1.4411	-0.16566	0.035729	0.11826	0.1116	-0.14133	-0.32913	-0.13588	-0.16581	NA	NA	0.083991	0.16764
TBL1X	-8.1947	3.1934	-2.6995	-0.12748	-0.04002	2.9401	0.27366	-3.6017	0.69038	-3.4561	0.77353	NA	NA	NA	1.9455	2.0594	0.49461	0.50697	NA	NA	-0.071885	-0.11196
TBL1XR1	-6.6608	1.4644	-0.37256	0.46683	0.4138	-0.6772	-2.6494	-3.6972	-4.5306	-2.5888	0.61989	NA	NA	NA	0.45899	-3.6224	3.4343	-0.17175	NA	NA	0.25417	0.21969
TBL1Y	-7.6275	NA	NA	0.050213	0.0041229	NA	-0.070666	NA	NA	NA	0.10221	NA	NA	NA	NA	NA	-0.42436	-0.099404	NA	NA	0.19495	0.14377
TBL2	-7.2838	-1.9531	-6.6114	0.023681	-0.050908	4.4385	-0.40633	-7.3648	-3.6629	-2.2656	-0.4936	-0.081219	-0.4019	-0.61351	-0.090526	-0.90451	-0.27586	0.42344	NA	NA	-0.057749	-0.063123
TBL3	-5.4536	0.72666	-1.016	0.58259	-0.18219	0.74438	0.5239	-4.8303	-4.4042	-1.153	-0.37948	NA	NA	NA	-0.42671	-2.9493	-2.2289	-0.7492	NA	NA	-0.028967	-0.80524
TBP	-5.982	-2.7061	-6.4328	-0.0036225	-0.078606	2.9994	0.48152	-5.3686	-4.4108	0.36516	0.94219	NA	NA	NA	0.57852	-1.8745	0.12701	-0.48121	NA	NA	-0.18506	-0.42268
TBPL1	-7.5541	-3.6494	-0.6053	0.11525	0.10075	-0.59817	-0.32868	-2.8058	-1.4052	-0.61365	-0.02824	NA	NA	NA	-1.2293	0.39353	0.96806	-0.18525	NA	NA	0.15605	-0.10509
TBPL2	-7.5016	0.43516	-2.0672	0.2186	0.028327	0.97859	-0.80418	-3.4095	-4.1655	-1.9896	0.19088	NA	NA	NA	-0.64043	3.6163	-0.08117	0.11096	NA	NA	0.13152	-0.15942
TBR1	-6.8502	0.4263	0.82344	0.12588	-0.050281	0.48318	0.093622	-7.2792	-2.2955	2.2389	0.27199	NA	NA	NA	0.30406	2.4453	-0.21608	-0.1957	NA	NA	0.044574	0.12858
TBRG1	-7.2839	-2.745	3.1898	0.24782	0.044186	3.5198	0.16984	-5.9678	-4.0409	-1.8966	-0.061923	NA	NA	NA	-1.4951	-4.0231	0.66337	-0.036151	NA	NA	0.062403	-0.2048
TBRG4	-7.559	1.7797	1.1642	0.025985	-0.007236	-0.34175	0.43722	-5.8439	-0.86652	-0.1853	0.4762	0.29148	0.14158	-0.42714	-0.19431	-2.5646	-0.63487	-0.30865	NA	NA	-0.091715	-0.2133
TBX1	-6.909	0.76496	-5.3181	0.26464	0.031606	-0.44835	-0.921	-2.9666	-4.6131	-2.0049	0.65056	NA	NA	NA	-0.73936	-0.16229	-0.53413	-0.71933	NA	NA	0.27176	-0.18561
TBX10	-6.6905	1.3962	-1.8965	-0.188	-0.08251	-1.2678	0.024642	-6.6036	-0.1448	-1.2992	-0.045028	NA	NA	NA	-1.0525	0.96142	0.1257	0.034319	NA	NA	-0.089374	-0.089119
TBX15	-7.0077	0.76309	0.056467	0.16108	-0.047321	-1.0365	0.47147	-2.5133	-1.8755	-2.2393	0.036457	NA	NA	NA	-0.8122	0.87162	-0.11887	0.46248	NA	NA	-0.0017363	0.0023165
TBX18	-7.255	-1.139	-0.35733	-0.080402	-0.13936	-0.17657	-1.0055	-6.1907	-3.2997	2.9252	0.44439	NA	NA	NA	-0.75324	0.13917	1.1141	-0.0085123	NA	NA	0.058806	0.017379
TBX19	-7.7708	2.7681	-0.54305	0.12936	-0.046445	1.4648	-0.076549	-4.6185	-4.6401	0.46416	0.068399	NA	NA	NA	-0.37229	-0.97968	0.53746	0.5809	NA	NA	0.015156	-0.1011
TBX2	-7.0556	0.34456	-1.2769	-0.21348	-0.0086931	-0.67975	0.35939	-6.6921	-2.6487	0.13769	-0.27121	NA	NA	NA	-1.6137	1.1493	0.26566	0.13415	NA	NA	0.18729	0.035435
TBX20	-6.6977	-1.15	3.1563	-0.048918	-0.060482	-0.041131	0.031907	-6.3407	-4.9791	1.8996	0.11342	NA	NA	NA	-1.0419	2.1605	0.35331	-0.064175	NA	NA	0.036207	-0.08555
TBX21	-7.146	-0.16675	-0.48492	-0.21092	0.035199	-1.2923	-0.43834	-3.8879	0.55073	-0.22194	-0.32697	NA	NA	NA	-0.61481	3.5333	0.78061	-0.29592	NA	NA	-0.2682	0.17009
TBX22	-7.7643	0.14954	-0.53949	-0.049116	-0.15568	0.29375	0.61903	-2.3146	-0.98407	0.66509	-0.35184	NA	NA	NA	0.17662	-0.78553	-0.90181	0.23076	NA	NA	0.16629	-0.33717
TBX3	-7.0973	2.0705	0.37102	0.17315	-0.039076	-0.45178	-0.23415	-4.3608	-3.7591	-1.3069	0.18868	NA	NA	NA	-0.79928	3.4205	-1.2495	0.04318	NA	NA	-0.28142	0.12951
TBX4	-8.0983	0.55843	-2.3743	-0.014199	-0.044383	-1.0257	-0.7341	-2.0256	-0.82971	0.057587	-0.43581	NA	NA	NA	-1.3578	0.092142	-0.092228	-0.31386	NA	NA	-0.083161	0.35523
TBX5	-7.2835	1.1439	0.16698	0.023195	0.042163	0.15294	0.21649	-6.6892	-4.5013	-3.7039	0.33762	NA	NA	NA	-1.0721	0.85526	-0.11984	0.29031	NA	NA	-0.11099	0.054655
TBX6	-7.2987	-2.8316	-2.7802	-0.26945	-0.20278	-0.20679	-0.46149	-4.8059	-5.045	0.30335	0.28195	NA	NA	NA	-1.5338	2.4692	-0.24817	-0.64999	NA	NA	0.032465	-0.19533
TBXA2R	-7.8317	-2.5209	-0.86709	0.068731	-0.11969	-0.82554	-0.77001	-6.4978	-0.32698	-2.0619	0.61862	NA	NA	NA	-0.87113	-1.585	0.36496	-0.063624	NA	-0.10137	0.053201	0.44517
TBXAS1	-7.8071	-0.66103	-1.2689	-0.1755	-0.056161	0.18478	-0.023628	-5.5881	-3.5008	-0.043953	0.39613	NA	NA	NA	-0.15298	-0.043345	0.024166	0.32234	NA	NA	-0.053322	-0.023281
TC2N	-7.1409	-4.1141	-0.053655	-0.060374	-0.11209	4.5991	-0.26829	-0.77544	0.6687	0.53961	-0.15953	NA	NA	NA	-0.94753	-3.4747	-0.55563	0.099437	NA	NA	0.065979	0.0080638
TCAF1	NA	3.0722	0.32802	NA	NA	0.92082	0.47111	-6.1512	-1.3684	0.33805	NA	0.3482	-0.0038999	-0.47872	-0.62072	-0.05363	-0.94422	-0.017296	NA	NA	0.15953	NA
TCAF2	NA	-0.93093	1.0619	NA	NA	0.30924	-0.45823	-6.5637	-3.8486	1.3808	NA	NA	NA	NA	0.086427	-2.1659	0.35996	0.082366	NA	NA	-0.28023	NA
TCAIM	-7.9339	-1.67	1.0091	0.0045398	0.042075	0.99746	0.32084	-4.1474	-4.5044	0.81854	-0.40965	NA	NA	NA	-1.3777	0.68724	-0.36231	0.52559	NA	NA	0.14814	-0.15314
TCAP	-7.0152	-0.27908	0.82592	-0.1096	-0.1102	-0.17764	-1.4612	-4.8963	-2.5904	-1.6102	-0.099315	NA	NA	NA	-1.1656	0.97267	-1.8088	-0.32869	NA	NA	-0.042578	-0.23493
TCEA1	-8.0507	-1.049	1.8009	0.44447	0.12754	1.1333	0.35737	-6.662	-0.87738	-2.183	-0.24424	NA	NA	NA	-3.5917	-0.97968	-0.17259	0.041029	NA	NA	0.03564	0.48857
TCEA2	-7.8688	1.2071	-0.69148	0.18022	-0.013427	-0.43597	0.6753	-2.8176	-1.1557	-1.1675	-0.4503	NA	NA	NA	-0.4952	-1.8881	-0.020392	0.37151	NA	NA	0.019809	-0.392
TCEA3	-7.5211	-0.81743	-0.56648	0.064665	-0.055517	0.010654	0.86117	-5.9742	-4.1522	-1.7783	-0.2538	NA	NA	NA	-2.33	-1.2156	0.078971	-0.23994	NA	NA	-0.11657	-0.021009
TCEAL1	-7.4948	-1.3313	0.57328	-0.28828	0.027636	-0.83214	-0.24455	-6.914	-2.1502	-2.9587	0.22759	NA	NA	NA	-1.061	-1.2167	-0.24057	-0.050584	NA	NA	-0.11925	0.00016294
TCEAL2	-6.9376	NA	NA	-0.13468	0.053974	NA	-0.094284	NA	NA	NA	-0.35401	NA	NA	NA	NA	NA	0.26999	0.27808	NA	NA	-0.0031105	-0.074551
TCEAL3	-7.0349	NA	NA	-0.13393	0.19496	NA	0.21045	NA	NA	NA	0.0066011	NA	NA	NA	NA	NA	0.7856	0.12072	NA	NA	0.11084	0.28315
TCEAL4	-6.7337	NA	NA	-0.23897	-0.052375	NA	0.82368	NA	NA	NA	0.049541	NA	NA	NA	NA	NA	0.00064263	-0.8717	NA	NA	-0.0019826	0.18056
TCEAL5	-7.1206	0.99169	0.15932	-0.15476	0.16617	1.1679	-0.58039	-6.3296	-4.6493	0.43268	0.57691	NA	NA	NA	-0.77635	-2.3219	0.50318	-0.39353	NA	NA	0.12559	0.065765
TCEAL6	-6.4724	-0.63532	0.35372	-0.25713	-0.081896	0.19009	-0.22729	-6.3396	-5.2025	2.9986	-0.31558	NA	NA	NA	-0.81509	0.91031	-0.13407	0.45811	NA	NA	0.040965	0.17574
TCEAL7	-7.7313	-0.87531	-0.19432	-0.39547	0.023667	2.5522	-0.79616	-3.8188	-5.0241	-1.6856	0.2736	NA	NA	NA	-0.11916	1.5821	0.50253	0.28243	NA	NA	-0.023179	-0.28503
TCEAL8	-7.3582	-0.60171	-0.68962	-0.061407	-0.046134	2.8382	-0.11955	-4.0343	-2.4041	2.7698	0.21258	NA	NA	NA	-0.61195	1.0428	0.53221	0.059677	NA	NA	-0.12556	0.16978
TCEANC	-7.157	-3.6899	-2.536	0.16449	-0.12519	2.3025	0.069006	-6.6999	-3.9143	-0.1512	-0.092117	NA	NA	NA	-0.57988	1.6328	-0.43897	-0.27247	NA	NA	-0.12639	-0.073371
TCEANC2	-6.8911	0.87804	0.036042	-0.056589	0.012365	0.5314	-0.27823	1.7044	-1.8485	1.0408	0.22547	NA	NA	NA	-1.3621	1.6799	-0.037079	0.14301	NA	NA	0.082323	0.13107
TCEB1	-6.3951	NA	NA	-0.32877	-0.061527	NA	1.1927	NA	NA	NA	-1.1159	NA	NA	NA	NA	NA	2.0545	-3.1472	NA	NA	-0.10815	-0.56818
TCEB2	-6.7425	NA	NA	-0.036421	-0.14334	NA	1.8536	NA	NA	NA	0.49015	NA	NA	NA	NA	NA	0.80063	-3.1542	NA	NA	0.42996	0.22842
TCEB3	-6.8083	NA	NA	0.013237	-0.21439	NA	1.0855	NA	NA	NA	-0.66046	NA	NA	NA	NA	NA	-0.054182	0.3258	NA	NA	0.028629	0.17886
TCEB3B	-7.2932	NA	NA	-0.38171	-0.063861	NA	0.58929	NA	NA	NA	-0.12743	NA	NA	NA	NA	NA	0.36066	-0.2355	NA	NA	-0.055274	-0.28908
TCEB3C	-7.713	NA	NA	-0.14201	-0.02445	NA	NA	NA	NA	NA	-0.40696	NA	NA	NA	NA	NA	-0.095559	-0.1753	NA	NA	0.10223	-0.31034
TCEB3C;TCEB3CL;TCEB3C;TCEB3CL	NA	NA	NA	NA	NA	NA	-3.0273	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TCEB3C;TCEB3CL;TCEB3CL2;TCEB3C;TCEB3CL;TCEB3CL2	NA	NA	NA	NA	NA	NA	0.33903	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TCEB3CL	-6.9195	NA	NA	0.038953	-0.066075	NA	NA	NA	NA	NA	-0.061818	NA	NA	NA	NA	NA	-0.095559	-0.20194	NA	NA	NA	-0.18002
TCEB3CL2	-7.4845	NA	NA	-0.19772	0.097575	NA	-0.45712	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.11058	0.11458	NA	NA	0.044729	0.081213
TCERG1	-7.3241	1.6262	-4.6908	-0.10868	-0.039657	-0.58434	-0.0084159	-5.2376	-3.6751	-1.7783	-0.14029	NA	NA	NA	-0.87645	-2.9359	-0.58578	-0.40504	NA	NA	-0.092842	-0.60838
TCERG1L	-7.8987	2.0658	-1.1215	-0.18094	0.053048	0.51625	0.51858	-3.3218	-4.1521	-0.010885	0.11242	NA	NA	NA	-0.60493	-0.45765	0.74944	0.40229	NA	NA	-0.12398	0.13724
TCF12	-8.2453	1.6322	-1.32	0.21569	-0.048716	0.50647	-0.41238	-7.0182	-2.9194	1.676	0.32462	NA	NA	NA	-0.8156	1.2668	0.19483	-0.18426	NA	NA	0.073503	0.16362
TCF15	-7.2812	-5.1605	0.098381	0.058061	0.059406	0.40751	0.59182	-4.2507	-2.2123	1.2473	0.11363	NA	NA	NA	-0.39148	-1.5484	0.1157	0.19493	NA	NA	0.13005	0.012963
TCF19	-6.5442	1.0514	-0.8907	-0.34789	0.14297	0.59363	-0.063175	-3.0925	0.90293	-0.95308	-0.057494	NA	NA	NA	-0.99825	2.4039	0.04528	-0.20537	NA	NA	-0.071329	0.082931
TCF20	-7.4058	-2.8274	-2.5638	-0.016518	-0.04576	2.0068	0.27771	-2.709	-2.73	-1.3826	-0.32647	NA	NA	NA	-0.78891	-0.34546	0.070212	0.22785	NA	NA	0.11575	-0.097879
TCF21	-7.2867	1.9302	-0.089771	-0.0080196	0.012263	0.55892	0.39469	-3.0192	-0.11893	-0.63254	0.10929	NA	NA	NA	-1.3186	1.3715	0.46617	-0.054076	NA	NA	-0.0082348	0.065334
TCF23	-7.5311	-1.9623	2.2434	0.29425	0.029875	-0.41456	-0.079773	-6.4125	0.87203	1.8941	-0.094028	NA	NA	NA	-0.54729	-1.161	0.50499	0.087021	NA	NA	-0.048834	0.19643
TCF24	-7.8404	3.1753	0.011956	0.01958	0.12816	NA	-0.4183	-3.7366	-4.3484	-0.079026	-0.23013	NA	NA	NA	-0.55376	-2.609	-0.081376	0.14842	NA	NA	0.078419	0.078141
TCF25	-6.9406	-0.70914	-0.63662	-0.16024	-0.076701	-0.5792	1.0273	-3.8037	-3.7168	0.063418	-0.6424	NA	NA	NA	-2.0435	-1.3748	-4.1653	-0.07634	NA	NA	-0.015389	0.081605
TCF3	-7.1001	0.23452	0.11445	-0.21566	-0.1186	5.6453	-1.9529	-3.0081	-2.9943	0.54316	0.068578	0.15082	-0.0027528	-0.068064	-0.72782	1.3048	0.32454	-0.62151	NA	NA	0.14989	-0.16563
TCF4	-7.1411	-3.0669	-2.1979	-0.2166	-0.086538	-0.21388	-0.98362	-6.2682	-4.2251	0.42154	0.094659	NA	NA	NA	-0.24192	-2.1155	-0.44435	0.22085	NA	NA	-0.39314	-0.14061
TCF7	-7.4	-0.037582	-0.089436	-0.17719	0.070158	0.18511	0.29506	-6.6261	-0.71548	2.568	-0.82109	NA	NA	NA	-1.0092	-2.0247	-1.1107	-0.077114	NA	NA	-0.083678	0.01223
TCF7L1	-7.4864	0.7674	-1.3874	-0.14099	0.079737	0.26781	-0.42259	-4.6749	-4.5195	0.98333	0.028432	NA	NA	NA	-1.0209	-1.0262	0.75017	0.030097	NA	NA	-0.13763	-0.31448
TCF7L2	-7.6669	-2.1274	-1.2149	-0.2041	-0.18828	-1.0974	-0.13044	-3.3301	-4.0139	-3.2186	0.0076082	-0.42739	-0.24081	-0.079164	-1.712	-0.28701	-0.70256	0.10607	NA	NA	-0.06516	-0.33262
TCFL5	-7.0368	0.4023	5.5958	0.021027	0.072672	-0.58174	0.56399	-6.3058	-4.7031	-0.9219	-1.1464	NA	NA	NA	-0.12908	0.90811	0.29512	0.35967	NA	NA	0.3347	-0.42077
TCHH	-6.5387	NA	NA	0.25232	-0.0060336	NA	-0.22521	NA	NA	NA	-0.30111	NA	NA	NA	NA	NA	-0.93334	0.078382	NA	NA	-0.19057	-0.25189
TCHHL1	-7.8237	1.846	-2.1355	0.10204	-0.036308	-0.50567	-0.43781	-6.1396	-4.9108	2.6289	0.10563	NA	NA	NA	-1.3854	2.7453	-0.81544	-0.29981	NA	NA	-0.14373	-0.40574
TCHP	-8.0187	0.61187	-1.5097	-0.091093	-0.038056	-0.25306	-0.21336	-5.8506	-0.91979	0.7967	-0.70347	0.61232	0.41019	-0.17979	-0.89508	2.9238	0.69704	0.098485	NA	NA	0.12673	-0.26055
TCIRG1	-7.1189	-2.0155	-0.39733	0.10173	-0.030207	0.34249	1.0202	-3.2318	-2.1213	-0.21964	0.28122	-0.28889	0.13065	-0.45236	-0.72697	-0.86119	-0.33718	-0.1193	NA	NA	-0.069944	0.19077
TCL1A	-7.7175	NA	NA	-0.21984	-0.052297	NA	-0.063685	NA	NA	NA	-0.29447	NA	NA	NA	NA	NA	-0.001572	0.1982	NA	NA	-0.025778	-0.04292
TCL1B	-7.3596	NA	NA	-0.50318	0.087766	NA	-0.44285	NA	NA	NA	-0.0098268	NA	NA	NA	NA	NA	-0.15865	-0.27864	NA	NA	-0.0080064	-0.10903
TCN1	-7.7965	NA	NA	-0.017487	0.0059919	NA	0.40993	NA	NA	NA	0.21155	NA	NA	NA	NA	NA	-1.6373	-0.09112	NA	NA	0.013019	-0.023216
TCN2	-6.1725	0.60159	0.13383	-0.43583	-0.17018	0.14783	-1.0683	-5.709	-0.088628	0.33724	-0.32536	NA	NA	NA	-0.25929	0.45304	0.04484	0.11266	NA	NA	0.072732	0.058508
TCOF1	-5.8882	0.55815	-0.88414	-0.16881	0.12784	-0.45385	-0.51235	-6.1644	-4.1447	-1.7522	-1.1351	NA	NA	NA	-3.2753	-3.7004	-0.62867	-2.1648	NA	NA	-0.17382	0.069393
TCP1	-5.6876	NA	NA	-0.43238	0.33198	2.3081	0.92991	-5.0026	-3.4432	-3.9765	-0.44716	NA	NA	NA	NA	-0.69234	-1.2166	-0.90515	NA	NA	-0.24649	-0.54706
TCP10	-6.9282	NA	NA	-0.38999	0.022901	NA	-0.10469	NA	NA	NA	0.45657	NA	NA	NA	NA	NA	-0.15989	-0.35524	NA	NA	0.11272	0.14355
TCP10L	-7.6011	NA	NA	-0.015803	0.074252	NA	0.22369	NA	NA	NA	-0.29292	NA	NA	NA	NA	NA	0.29577	0.55285	NA	NA	0.077553	0.08529
TCP10L2	-6.7954	NA	NA	-0.27488	0.036324	NA	-0.2277	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.67556	-0.15987	NA	NA	0.081743	-0.35844
TCP11	-6.7319	2.3286	-2.5961	0.017032	0.03084	1.8807	0.76304	-6.8249	-2.6109	-1.0966	-0.26226	NA	NA	NA	0.17324	-0.5189	-0.39026	-0.15247	NA	NA	0.095104	-0.1876
TCP11L1	-6.5572	1.4324	-1.3045	0.17131	-0.02006	-0.6404	-0.26485	-4.3421	-0.90224	0.30481	-0.22507	NA	NA	NA	-0.47641	-0.88316	0.14537	0.2737	NA	NA	0.088222	0.012962
TCP11L2	-7.7307	-2.2001	-0.51868	-0.068392	-0.03809	1.4958	0.64158	-6.8359	-3.2852	0.97595	0.23835	NA	NA	NA	-0.34521	-0.76679	0.99969	0.10147	NA	NA	0.052436	0.033335
TCP11X1	-7.015	NA	NA	0.18649	0.0026266	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TCP11X2	-7.1122	NA	NA	0.23562	-0.0068566	NA	-0.63503	NA	NA	NA	0.82024	NA	NA	NA	-0.93366	NA	1.0293	-0.098081	NA	NA	-0.0028421	-0.090785
TCTA	-7.662	NA	NA	-0.19192	0.20523	0.099477	-0.59478	NA	NA	NA	-0.43746	NA	NA	NA	NA	-0.80627	0.41061	0.21992	NA	NA	0.13835	-0.0085578
TCTE1	-7.4775	-0.29945	-2.5311	0.16705	0.022639	0.28984	1.185	-6.8325	-0.063781	0.4546	-0.27316	NA	NA	NA	0.8639	-3.1201	-0.052792	0.003605	NA	NA	-0.0046087	0.063165
TCTE3	-8.2095	-2.4669	-2.5275	0.039687	0.010381	0.46716	-0.21409	-5.7643	-2.5084	-0.90278	0.65329	NA	NA	NA	-0.20465	NA	0.17047	-0.12076	NA	NA	-0.087435	0.16846
TCTEX1D1	-6.7761	-0.23667	-1.0701	0.035558	-0.01185	-0.82508	0.55072	-6.2043	-4.6898	0.34913	0.59477	NA	NA	NA	-0.30649	1.3261	0.58557	0.48963	NA	NA	0.10828	-0.024328
TCTEX1D2	NA	1.2277	-1.1894	NA	NA	-0.22495	-0.6134	-6.5992	-3.2471	1.3974	0.10593	NA	NA	NA	-0.81889	1.2162	-0.058721	-0.68508	NA	NA	0.0050542	0.10454
TCTEX1D4	-7.1024	2.4494	-1.2821	0.0053168	-0.033158	3.7688	0.16012	-6.4964	-1.2814	-1.7827	0.35406	NA	NA	NA	-0.50235	-2.5025	1.0032	-0.52338	NA	NA	0.039954	-0.24995
TCTN1	-7.9132	2.2522	0.85877	-0.19589	0.04685	1.5242	0.34142	-6.4102	-4.5896	-3.7188	0.13953	NA	NA	NA	-0.52136	0.94257	-0.28537	0.17776	NA	NA	0.067849	0.11442
TCTN2	-7.4119	NA	NA	-0.27684	0.072782	NA	-0.3296	NA	NA	NA	0.25551	NA	NA	NA	NA	-2.1155	-0.17802	0.5018	NA	NA	0.016182	0.050787
TCTN3	-7.3979	-5.9019	-2.333	-0.010254	0.12754	0.52652	-0.14002	-6.4326	-1.0877	-0.36408	-0.092903	NA	NA	NA	-0.75959	2.6093	0.39629	0.65323	NA	NA	0.32478	0.22689
TDG	-6.0011	0.31477	-0.80267	0.057494	-0.027129	-1.3524	0.44329	-0.41962	-3.1094	0.29738	0.23289	-0.35166	-0.39721	0.37721	-0.64233	0.10302	2.7351	-0.060428	NA	NA	-0.06981	-0.05238
TDGF1	-7.2519	1.4145	-1.8957	0.045069	-0.032163	0.2644	-0.15797	-7.0601	-0.32393	2.0438	-0.059173	NA	NA	NA	-0.5	-1.2089	1.2841	0.30862	NA	-0.020751	0.020399	0.074137
TDO2	-7.0201	0.43632	-1.1457	-0.029125	0.048112	1.9668	-0.33451	-3.2878	-1.1632	0.0090091	0.12307	NA	NA	NA	-1.2617	0.67852	-0.13552	0.041282	NA	NA	0.002243	0.072524
TDP1	-7.4136	0.63154	-4.5711	-0.040872	0.03483	-1.6804	-1.2415	-6.3186	-3.4184	1.2829	0.39854	NA	NA	NA	-0.93208	3.322	0.23344	0.017368	NA	NA	0.053171	-0.1576
TDP2	-7.3863	-0.92227	0.84701	0.3533	0.11215	-0.037426	-0.9031	-3.2988	-0.068233	-3.4895	0.26021	NA	NA	NA	0.036787	-2.4624	1.5044	0.42554	NA	NA	-0.098384	-0.12053
TDRD1	-6.5134	0.53378	-0.79796	-0.1259	0.0098257	1.3508	0.41523	-3.0533	-2.1315	1.1578	0.14144	NA	NA	NA	-0.86464	-0.36874	2.49	0.11228	NA	NA	-0.10849	0.33452
TDRD10	-7.4167	NA	NA	0.13607	0.096109	NA	-0.91518	NA	NA	NA	-0.079614	NA	NA	NA	NA	NA	-1.0364	0.41174	NA	NA	-0.023658	-0.068417
TDRD12	-7.5535	NA	NA	0.042519	0.072655	NA	0.087219	NA	NA	NA	-0.18424	NA	NA	NA	NA	NA	0.35512	-0.068843	NA	NA	0.10726	-0.30108
