Burr_PD_L1_CMTM6_INFr_RRAscore	Freeman_B16F10_MHCI_Low_RRAscore	Freeman_B16F10_NK_RRAscore	Haney_U937_iggRBC_RRAscore	Haney_U937_Zymosin_RRAscore	Henriksson_mNaiveTh_GATA3_r1_RRAscore	Jiang_Daudi_B_CD40_r1_RRAscore	Kearney_B16F10_OT_I_RRAscore	Kearney_MC38_OT_I_aPD1_RRAscore	Kearney_MC38_OT_I_IgG_RRAscore	Liu_HSC4_DoxvsnoDox_shADAR_RRAscore	Manguso_GVAX_only_vs_TCRa_KO_RRAscore	Manguso_GVAX_PD_1_vs_TCRa_KO_RRAscore	Manguso_TCRa_KO_vs_In_vitro_RRAscore	Pan_B16F10_Pmel_1_IFNg_RRAscore	Parnas_BMDCs_TNF_r1_RRAscore	Pech_K562_MHCI_r1_RRAscore	Pech_K562_NK_92_r1_RRAscore	Ritchie_U937_cGAMP_r1_RRAscore	Shifrut_pilot_mean_RRAscore	Shifrut_d1234_RRAscore	Vredevoogd_IFNGR1mut_SKCM_MART_1_1r_RRAscore
RGS1	0.0042313	0.10186	0.65858	0.10295	0.6742	0.93304	0.55236	0.86999	0.9482	0.20374	0.8293	NA	NA	NA	0.49933	0.093202	0.8582	0.89968	NA	NA	0.80158	0.23132
RGS10	0.16752	0.45535	0.5338	0.57507	0.15017	0.24956	0.039857	0.17424	0.26256	0.16415	0.038069	0.61192	0.88825	0.37714	0.33661	0.27316	0.0065914	0.24667	NA	NA	0.18028	0.5106
RGS11	0.029994	0.54292	0.025782	0.98354	0.036073	0.63231	0.79732	0.095458	0.036271	0.39386	0.18291	NA	NA	NA	0.05319	0.12531	0.89192	0.68569	NA	NA	0.29917	0.68798
RGS12	0.066944	0.71716	0.26704	0.1294	0.13654	0.72191	0.87647	0.93329	0.16062	0.10249	0.92567	0.59859	0.011576	0.4833	0.60376	0.13511	0.017571	0.92034	NA	NA	0.04912	0.55172
RGS13	0.50664	0.10311	0.61829	0.59744	0.1884	0.9507	0.39344	0.012404	0.56693	0.37559	0.50375	NA	NA	NA	0.13871	0.80911	0.14954	0.36099	NA	NA	0.054462	0.77433
RGS14	0.25867	0.4451	0.85457	0.10521	0.81594	0.12453	0.3263	0.097663	0.16062	0.10249	0.073958	NA	NA	NA	0.22313	0.35713	0.48927	0.62096	NA	NA	0.99259	0.76335
RGS16	0.34545	0.96359	0.1353	0.98037	0.30997	0.078185	0.72849	0.92159	0.8482	0.066029	0.10302	NA	NA	NA	0.80962	0.58877	0.028509	0.052336	NA	NA	0.73747	0.92458
RGS17	0.58454	0.059683	0.32915	0.27663	0.97156	0.004405	0.34762	0.05849	0.26722	0.21698	0.35775	0.44507	0.70195	0.18542	0.090839	0.787	0.73356	0.30759	NA	NA	0.46731	0.67447
RGS18	0.18761	0.19962	0.46757	0.48499	0.10191	0.1761	0.77646	0.18803	0.085137	0.79328	0.73565	NA	NA	NA	0.79166	0.54	0.050741	0.65339	NA	NA	0.16345	0.58603
RGS19	0.054443	0.38936	0.15631	0.062604	0.88778	0.45309	0.064073	0.0031456	0.0012266	0.80107	0.057083	0.19156	0.60292	0.4948	0.017209	0.76548	0.10285	0.53371	NA	NA	0.71334	0.71674
RGS2	0.34406	0.53496	0.37487	0.47059	0.12163	0.16563	0.23251	0.49592	0.97167	0.94696	0.99878	0.24606	0.26974	0.93859	0.027757	0.6626	0.71224	0.7442	NA	NA	0.46597	0.043885
RGS20	0.46312	0.43665	0.081107	0.97907	0.34619	0.14983	0.19628	0.22034	0.021985	0.11007	0.32009	0.98211	0.31077	0.009739	0.55444	0.42723	0.25891	0.76882	NA	NA	0.44076	0.97716
RGS21	0.090881	0.87027	0.15914	0.51422	0.94932	NA	0.2997	0.031738	0.28016	0.46584	0.73188	NA	NA	NA	0.87097	NA	0.13777	0.46935	NA	NA	0.38036	0.60255
RGS22	0.24713	0.90508	0.18021	0.33963	0.50057	0.24846	0.41722	0.72407	0.95677	0.63813	0.40125	NA	NA	NA	0.79062	0.55435	0.94379	0.57782	NA	NA	0.34097	0.14901
RGS3	0.027597	NA	NA	0.15931	0.24112	0.55751	0.54952	NA	NA	NA	0.80791	0.85187	0.43447	0.12127	NA	0.92693	0.038537	0.98744	NA	NA	0.85224	0.028284
RGS4	0.10334	0.4869	0.29423	0.19954	0.20584	0.11448	0.85929	0.16191	0.73335	0.080146	0.99422	NA	NA	NA	0.89848	0.18653	0.25016	0.85602	NA	NA	0.023243	0.55396
RGS5	0.42084	0.035905	0.7607	0.52603	0.95139	0.36538	0.90534	0.063917	0.42164	0.8814	0.26332	NA	NA	NA	0.64289	0.76578	0.03344	0.78246	NA	NA	NA	0.49373
RGS6	0.75766	NA	NA	0.16349	0.046734	NA	0.77518	NA	NA	NA	0.00052237	NA	NA	NA	NA	0.88118	0.84297	0.83974	NA	NA	0.967	0.18987
RGS7	0.57345	0.9466	0.066429	0.11857	0.33939	0.95498	0.18832	0.31097	0.16062	0.6561	0.81105	NA	NA	NA	0.22829	0.17467	0.24558	0.83968	NA	NA	0.97405	0.59158
RGS7BP	0.024794	0.76139	0.88023	0.45249	0.27024	0.0074041	0.69605	0.5261	0.43653	0.43806	0.13707	NA	NA	NA	0.88906	0.24985	0.13557	0.0085515	NA	NA	0.50605	0.84172
RGS8	0.013041	0.15237	0.029673	0.059607	0.46239	0.4702	0.80051	0.033777	0.37023	0.96324	0.39193	NA	NA	NA	0.17437	0.80911	0.78928	0.19632	NA	NA	0.26143	0.21281
RGS9	0.17985	0.63397	0.59077	0.056356	0.17463	0.82425	0.090124	0.24519	0.91781	0.050599	0.16484	NA	NA	NA	0.085831	0.057846	0.35772	0.49641	NA	NA	0.14353	0.13431
RGS9BP	0.0080518	0.87257	0.95705	0.11033	0.96231	0.60784	0.37314	0.93917	0.092219	0.0015109	0.18987	NA	NA	NA	0.72654	0.69816	0.96141	0.9687	NA	NA	0.14836	0.0053758
RGSL1	0.58174	0.76627	0.7431	0.63375	0.98487	0.33778	0.13941	0.68672	0.23824	0.80562	0.64167	NA	NA	NA	0.30282	0.32695	0.20085	0.50431	NA	NA	0.6842	0.17741
RHAG	0.50317	0.26291	0.16794	0.58038	0.0093406	0.17415	0.040099	0.5168	0.24545	0.62889	0.51231	NA	NA	NA	0.2603	0.96932	0.95326	0.48256	NA	NA	0.97764	0.55228
RHBDD1	0.73107	0.16844	0.87912	0.3063	0.00083836	0.30974	0.42295	0.0044103	0.8603	0.51802	0.076087	NA	NA	NA	0.28678	0.90201	0.11479	0.32841	NA	NA	0.92265	0.21571
RHBDD2	0.30272	0.04497	0.15099	0.76476	0.987	0.064668	0.21911	0.25111	0.20008	0.087622	0.3921	NA	NA	NA	0.45472	0.95815	0.20031	0.35902	NA	NA	0.76804	0.50902
RHBDD3	0.73422	0.88111	0.092766	0.068086	0.9933	0.74898	0.95549	0.3626	0.62016	0.94641	0.052153	NA	NA	NA	0.9446	0.1949	0.014772	0.43436	NA	NA	0.01816	0.15349
RHBDF1	0.077995	0.20733	0.60381	0.69641	0.26226	0.64827	0.38226	0.30027	0.059668	0.033719	0.035266	NA	NA	NA	0.77826	0.034027	0.39688	0.10554	NA	NA	0.73751	0.27601
RHBDF2	0.11178	0.13939	0.31025	0.36837	0.99995	0.44911	0.1108	0.24229	0.88099	0.82779	0.27903	NA	NA	NA	0.20983	0.6826	0.065196	0.90062	NA	NA	0.85659	0.41765
RHBDL1	0.15052	0.3728	0.50622	0.61362	0.38438	0.82561	0.24957	0.2029	0.092219	0.43018	0.059712	NA	NA	NA	0.12162	0.15206	0.87592	0.99527	NA	NA	0.64841	NA
RHBDL2	0.080454	0.93489	0.72123	0.76939	0.99723	0.49006	0.99919	0.041437	0.35231	0.59265	0.7075	NA	NA	NA	0.068423	0.014582	0.132	0.93977	NA	NA	0.7206	0.69697
RHBDL3	0.67727	0.15774	0.063047	0.90228	0.98764	0.19486	0.99619	0.57586	0.028995	0.38708	0.53429	NA	NA	NA	0.057052	0.24843	0.34225	0.66672	NA	NA	0.44475	0.40832
RHBG	0.87748	0.047585	0.79321	0.70491	0.99724	0.59328	NA	0.0010887	0.21509	0.53934	0.1978	NA	NA	NA	0.84445	0.0057428	NA	NA	NA	NA	0.17494	NA
RHCE	0.62029	0.86302	0.75091	0.33831	0.76818	0.91418	0.73587	0.016978	0.55176	0.43806	0.0036439	NA	NA	NA	0.78478	0.006809	0.54331	0.85245	NA	NA	0.2362	0.32028
RHCG	0.93465	0.27232	0.78301	0.14414	0.12761	0.37206	0.85612	0.042054	0.43907	0.73909	0.039957	NA	NA	NA	0.56721	0.64308	0.81405	0.095429	NA	NA	0.99464	0.17824
RHD	0.22182	NA	NA	0.96449	0.19466	NA	0.23351	NA	NA	NA	0.0066482	NA	NA	NA	NA	NA	0.12518	0.70482	NA	NA	0.54899	0.42421
RHEB	0.096071	0.016866	0.75186	0.39487	0.50888	0.35098	0.34754	0.093017	0.94653	0.99547	0.75713	0.76549	0.89805	0.70973	0.95816	0.0078289	0.26919	0.13337	NA	NA	0.58812	0.76706
RHEBL1	0.187	0.73963	0.09214	0.54859	0.1792	0.83706	0.67756	0.30027	0.55176	0.45857	0.98692	NA	NA	NA	0.49791	0.070693	0.77185	0.94105	NA	NA	0.38873	0.7323
RHNO1	0.22646	NA	NA	0.0012496	0.092927	NA	0.95688	NA	NA	NA	0.96839	NA	NA	NA	NA	NA	0.62327	0.60738	NA	NA	0.47916	0.043374
RHO	0.78732	0.64332	0.92217	0.59045	0.0029505	0.0444	0.20991	0.05324	0.97241	0.76685	0.11924	NA	NA	NA	0.16837	0.084949	0.62288	0.91575	NA	NA	0.10391	0.21499
RHOA	0.98192	0.15238	0.30701	0.19232	0.40564	0.52317	0.00013301	0.97014	0.89911	0.52236	0.75699	0.89073	0.89586	0.017373	0.94313	0.049407	0.97817	0.03496	NA	0.94982	0.44898	0.018887
RHOB	0.11817	0.12806	0.13116	0.52109	0.49077	0.79835	0.83861	0.72932	0.60504	0.13122	0.12736	0.70991	0.37947	0.84825	0.62611	0.53181	0.13115	0.32078	NA	0.44643	0.61693	0.99207
RHOBTB1	0.26378	0.46564	0.56936	0.18726	0.11726	0.0012219	0.33814	0.030203	0.016792	0.0081748	0.15913	NA	NA	NA	0.042327	0.15102	0.041485	0.56588	NA	NA	0.9761	0.21181
RHOBTB2	0.12737	0.025935	0.22879	0.28611	0.050744	0.4613	0.73298	0.21363	0.5866	0.10445	0.12362	NA	NA	NA	0.65072	0.18799	0.051908	0.74577	NA	NA	0.1598	0.20778
RHOBTB3	0.30554	0.39007	0.77317	0.49687	0.18736	0.75167	0.96149	0.45803	0.67275	0.045672	0.056941	0.57214	0.49099	0.097397	0.48285	0.51834	0.095611	0.97771	NA	NA	0.84572	0.80063
RHOC	0.7592	0.96602	0.39535	0.46008	0.11878	0.094335	0.97606	0.084301	0.55176	0.69086	0.91314	0.70498	0.68003	0.096841	0.67626	0.45598	0.1362	0.3941	NA	0.05129	0.093727	0.0041828
RHOD	0.016669	0.41539	0.70503	0.086828	0.00099488	0.97407	0.44554	0.14881	0.074533	0.18938	0.045064	0.70231	0.46665	0.17174	0.40964	0.010565	0.035975	0.56945	NA	NA	0.69902	0.20864
RHOF	0.14789	0.8892	0.86788	0.0038653	0.085834	0.86285	0.41963	0.26437	0.059668	0.37559	0.82021	NA	NA	NA	0.49875	0.11393	0.92892	0.99844	NA	NA	0.15588	0.70466
RHOG	0.23218	0.1217	0.5107	0.015193	0.0040098	0.96475	0.77413	0.16944	0.20877	0.18223	0.79377	0.21053	0.62911	0.015488	0.20074	0.46252	0.043473	0.31887	NA	NA	0.29909	0.17034
RHOH	0.37774	0.87368	0.73112	0.0082726	0.0069944	0.21549	0.83711	0.17894	0.012919	0.014258	0.3545	NA	NA	NA	0.22568	0.71718	0.71046	0.59281	NA	NA	7.5672e-08	0.14033
RHOJ	0.40265	0.18113	0.6302	0.0024256	0.22238	0.30742	0.27936	0.76607	0.0073022	0.03884	0.17558	0.83731	0.79998	0.010563	0.1908	0.20914	0.64606	0.53318	NA	NA	0.78003	0.74923
RHOQ	0.059493	0.034925	0.92757	0.24722	0.69663	0.75753	0.047733	0.17866	0.93716	0.92875	0.086488	0.74161	0.43911	0.16328	0.14457	0.92903	0.46828	0.10514	NA	NA	0.6799	0.011374
RHOT1	0.88758	0.0052947	0.89609	0.96033	0.13652	0.033743	0.060689	0.94475	0.083684	0.62015	0.1094	NA	NA	NA	0.016066	0.17265	0.30981	0.39617	NA	NA	0.74507	0.64657
RHOT2	0.015498	0.23437	0.6499	0.20001	0.86653	0.4215	0.64072	0.56419	0.028995	0.5505	0.15645	NA	NA	NA	0.137	0.54543	0.60914	0.37826	NA	NA	0.018179	0.59166
RHOU	0.091225	0.1476	0.17684	0.34116	0.14274	0.011755	0.03103	0.042477	0.21851	0.14597	0.020283	NA	NA	NA	0.30464	0.21539	0.89068	0.35416	NA	NA	0.26834	0.92725
RHOV	0.2727	0.10997	0.46326	0.13184	0.52279	0.29368	0.14877	0.52006	0.12431	0.37356	0.47107	NA	NA	NA	0.053678	0.97782	0.40857	0.58485	NA	NA	0.13997	0.96994
RHOXF1	0.029038	NA	NA	0.23305	0.22687	NA	0.94882	NA	NA	NA	0.0073669	NA	NA	NA	NA	NA	0.52914	0.51867	NA	NA	0.39856	0.25627
RHOXF2	0.82925	NA	NA	0.78808	0.81755	NA	0.092978	NA	NA	NA	0.76626	NA	NA	NA	NA	NA	0.69709	0.039904	NA	NA	0.82067	0.02473
RHOXF2B	0.64726	NA	NA	0.63288	0.078671	NA	0.87807	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.98371	0.16892	NA	NA	0.31188	0.3243
RHPN1	0.77403	0.89935	0.60951	0.33665	0.15705	0.6421	0.17112	0.76607	0.92423	0.89405	0.015845	NA	NA	NA	0.60416	0.58939	0.26674	0.3344	NA	NA	0.65426	0.19459
RHPN2	0.47426	0.53992	0.33015	0.13487	0.02012	0.10813	0.20928	0.96706	0.013785	0.22397	0.39568	NA	NA	NA	0.0081395	0.61616	0.84157	0.31341	NA	NA	0.17416	0.94074
RIBC1	0.072996	NA	NA	0.0067903	0.65469	0.80161	0.27268	NA	NA	NA	0.2881	NA	NA	NA	NA	0.25354	0.57614	0.1088	NA	NA	0.48486	0.81098
RIBC2	0.015085	0.65554	0.090981	0.41789	0.086416	0.0245	NA	0.48091	0.42528	0.099548	0.04524	NA	NA	NA	0.028318	0.93086	NA	NA	NA	NA	0.77664	NA
RIC1	NA	0.12641	0.17205	NA	NA	NA	0.67425	0.023998	0.048302	0.030925	0.99782	NA	NA	NA	0.18472	NA	0.0009029	0.00014621	NA	NA	0.61129	NA
RIC3	0.17371	0.80028	0.70285	0.011121	0.58486	0.59107	0.055605	0.79169	0.4823	0.055718	0.54116	NA	NA	NA	0.65844	0.23474	0.65223	0.25042	NA	NA	0.55401	0.28963
RIC8A	0.017936	NA	NA	0.02858	0.01222	NA	0.00032416	NA	NA	NA	0.91029	NA	NA	NA	0.074932	NA	0.23016	0.25418	NA	NA	0.94178	0.15296
RIC8B	0.017836	0.060017	0.22732	0.31051	0.36656	0.13273	0.13726	0.022987	0.39206	0.23538	0.031647	0.16562	0.88056	0.84757	0.80033	0.80911	0.98106	0.42096	NA	NA	0.86801	0.034164
RICTOR	0.80982	0.045689	0.011395	0.00017478	0.43733	0.3053	0.93692	0.68503	0.25253	0.80562	0.89632	0.030929	0.022565	0.65784	0.083327	0.38197	0.085975	0.070268	NA	NA	0.89594	0.010917
RIF1	0.73422	0.086616	0.36335	0.28172	0.87425	0.70398	0.76718	0.52006	0.029078	0.015377	0.0096021	NA	NA	NA	0.50935	0.35713	0.32125	0.050852	NA	NA	0.10815	0.80003
RIIAD1	0.58132	0.96562	0.88265	0.086198	0.38576	0.56102	0.73204	0.18994	0.43907	0.00025419	0.38057	NA	NA	NA	0.019071	0.0021054	0.00047531	0.36524	NA	NA	0.13003	0.70989
RILP	0.3061	0.44137	0.045389	0.015459	0.32351	0.058585	0.047048	0.28192	0.72414	0.58233	0.064475	NA	NA	NA	0.61212	0.48946	0.16091	0.80243	NA	NA	0.76273	0.027438
RILPL1	0.26864	0.10625	0.41061	0.12078	0.64174	0.97304	0.24165	0.17894	0.03812	0.017062	0.24652	0.78225	0.48356	0.68264	0.019967	0.6626	0.58225	0.3767	NA	NA	0.35755	0.13126
RILPL2	0.31232	0.75908	0.32469	0.61373	0.080304	0.71919	0.37426	0.29163	0.012919	0.050167	0.25024	NA	NA	NA	0.16224	0.60481	0.28702	0.32997	NA	NA	0.56646	0.37496
RIMBP2	0.028748	0.59292	0.5358	0.081339	0.058541	0.06124	0.24082	0.30106	0.4823	0.62015	0.63034	NA	NA	NA	0.1717	0.266	0.070444	0.31728	NA	NA	0.11016	0.97801
RIMBP3	0.23827	NA	NA	0.078748	0.11351	NA	0.96652	NA	NA	NA	0.031712	NA	NA	NA	NA	NA	0.75108	0.00079097	NA	NA	0.15718	0.69394
RIMBP3;RIMBP3B;RIMBP3C;RIMBP3;RIMBP3B;RIMBP3C	NA	NA	NA	NA	NA	NA	0.11934	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RIMBP3;RIMBP3B;RIMBP3C;RIMBP3;RIMBP3B;RIMBP3C;RIMBP3;RIMBP3B;RIMBP3C	NA	NA	NA	NA	NA	NA	0.27559	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RIMBP3B	0.078424	NA	NA	0.15129	0.063536	NA	NA	NA	NA	NA	0.054616	NA	NA	NA	NA	NA	0.82527	8.0409e-06	NA	NA	0.14583	0.6637
RIMBP3B;RIMBP3C	NA	NA	NA	NA	NA	NA	0.90993	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RIMBP3B;RIMBP3C;RIMBP3B;RIMBP3C	NA	NA	NA	NA	NA	NA	0.9823	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RIMBP3C	0.014557	0.067333	0.6917	0.55664	0.10749	0.95887	NA	0.58212	0.092219	0.52097	NA	NA	NA	NA	0.89411	0.45598	0.82527	0.00045205	NA	NA	0.38605	0.10248
RIMKLA	0.4109	0.88759	0.13442	0.92751	0.27042	0.23526	0.94279	0.40634	0.050718	0.92323	0.16482	NA	NA	NA	0.013095	0.12115	0.98204	0.89871	NA	NA	0.79117	0.029411
RIMKLB	0.034202	0.090254	0.06921	0.038072	0.34965	0.9363	0.40337	0.001864	0.33346	0.54087	0.083256	NA	NA	NA	0.058475	0.23474	0.35676	0.5606	NA	NA	0.77382	0.96693
RIMS1	0.13746	NA	NA	0.26183	0.087826	NA	0.25776	NA	NA	NA	0.80698	NA	NA	NA	NA	0.50092	0.088884	0.37199	NA	NA	0.85994	0.22529
RIMS2	0.018591	0.34955	0.81612	0.093753	0.0039139	0.023905	0.76862	0.0061485	0.28334	0.33555	0.17298	NA	NA	NA	0.20514	0.092045	0.50307	0.13315	NA	NA	0.62836	0.52181
RIMS3	0.075259	0.96659	0.29158	0.0074783	0.18743	0.41293	0.6868	0.3626	0.059668	0.23029	0.45905	NA	NA	NA	0.98917	0.54	0.43803	0.31648	NA	NA	NA	0.92131
RIMS4	0.023687	0.87121	0.16516	0.0064976	0.46307	0.21251	0.28566	0.0074341	0.048889	0.10102	0.0063789	NA	NA	NA	0.27107	0.85196	0.90616	0.99361	NA	NA	0.88844	0.74625
RIN1	0.69023	0.046502	0.64549	0.26577	0.89229	0.10525	0.72587	0.89109	0.28199	0.14257	9.6156e-06	0.26356	0.90776	0.24912	0.98797	0.90329	0.39569	0.47587	NA	NA	0.13426	0.50132
RIN2	0.30272	0.10625	0.28727	0.051139	0.37512	0.2757	0.059161	0.066952	0.31496	0.21791	0.72867	NA	NA	NA	0.054581	0.58939	0.028628	0.0093107	NA	NA	0.063626	0.85064
RIN3	0.21876	0.2928	0.97553	0.043365	0.42951	0.07755	0.83013	0.12591	0.98075	0.022347	0.49186	NA	NA	NA	0.86285	0.48475	0.10376	0.48033	NA	NA	0.22726	0.55678
RING1	0.049416	0.88531	0.94735	0.61462	0.71743	0.29315	0.99851	0.19919	0.10036	0.033318	0.9809	NA	NA	NA	0.84625	0.83053	0.87784	0.64958	NA	NA	0.58211	0.091674
RINL	0.023099	0.24378	0.7031	0.089645	0.64399	0.34034	0.98622	0.15606	0.54653	0.92649	0.041048	NA	NA	NA	0.91866	0.93762	0.096441	0.67405	NA	NA	0.93204	0.36206
RINT1	0.95165	0.49748	0.91778	0.79852	0.63757	0.52756	0.12769	0.28811	0.036271	0.39386	0.0035134	NA	NA	NA	0.0806	0.46939	0.018869	0.056001	NA	NA	0.41003	0.52371
RIOK1	0.62112	0.11137	NA	0.0073122	0.49665	0.936	0.0096286	0.92643	0.16636	0.18973	0.51263	0.57304	0.76458	0.2616	NA	0.030344	0.055067	0.0079065	NA	NA	0.022721	0.72056
RIOK2	0.8953	NA	NA	0.74297	0.25366	0.86319	0.25076	NA	NA	NA	0.0021626	0.79792	0.94171	0.42734	NA	0.41575	0.011404	0.00010587	NA	NA	0.0045069	0.60436
RIOK3	0.12785	0.89767	0.096013	0.22428	0.64805	0.44361	0.78212	0.34542	0.10872	0.044101	0.52916	0.96879	0.72404	0.36215	0.77393	0.40933	0.11079	0.28811	NA	NA	0.95371	0.94317
RIPK1	0.01628	0.04309	0.0088983	0.62737	0.00020027	0.54826	0.6939	0.40634	0.29676	0.15335	0.57886	1.948e-07	1.0588e-07	0.020733	0.0034616	0.61616	0.19147	0.80501	NA	NA	0.88975	0.21447
RIPK2	0.039209	0.0025139	0.1249	0.38451	0.041659	0.84017	0.99397	0.23122	0.0087657	0.12108	0.2245	0.19087	0.6068	0.93028	0.89749	0.23334	0.13633	0.7282	NA	0.12876	0.24604	0.36443
RIPK3	0.36036	0.16491	0.21721	0.026929	0.27597	0.39949	0.97019	0.98965	0.60504	0.91228	0.84537	NA	NA	NA	0.97534	0.53181	0.34266	0.27714	NA	NA	0.89889	0.88459
RIPK4	0.025608	0.27924	0.11444	0.49226	0.22182	0.23035	0.31184	0.79169	0.13818	0.24713	0.449	NA	NA	NA	0.46258	0.27028	0.89333	0.23107	NA	NA	0.38725	0.75729
RIPOR3	NA	0.47248	0.53	NA	NA	0.7161	NA	0.83433	0.25253	0.45655	NA	NA	NA	NA	0.12946	0.12118	NA	NA	NA	NA	NA	NA
RIPPLY1	0.5157	0.81778	0.57075	0.31785	0.15478	0.75161	0.98172	0.50087	0.28016	0.41216	0.56646	NA	NA	NA	0.087546	0.12043	0.44012	0.99208	NA	NA	0.093127	0.92485
RIPPLY2	0.0097262	0.99613	0.90887	0.15282	0.0048026	0.13181	0.07306	0.44999	0.13818	0.39477	0.54072	NA	NA	NA	0.12908	0.2458	0.023216	0.61103	NA	NA	0.67156	0.33103
RIPPLY3	0.24477	0.037055	0.0011133	0.026964	0.48761	0.96887	0.16354	0.13358	0.39206	0.58233	0.11881	NA	NA	NA	0.82535	0.9945	0.083861	0.69314	NA	NA	0.72783	0.96135
RIT1	0.86776	0.064041	0.37957	0.0018575	4.0335e-14	0.24057	0.048183	0.074786	0.19408	0.62015	0.19929	0.6189	0.63587	0.98788	0.11776	0.42723	0.11875	0.67684	NA	NA	0.79994	0.57169
RIT2	0.01311	0.71191	0.89718	0.76252	0.28109	0.30033	0.62932	0.22433	0.062375	0.26368	0.22172	NA	NA	NA	0.51807	0.23799	0.33879	0.50571	NA	NA	0.6153	0.11296
RITA1	0.2485	0.52689	0.84468	0.45976	0.55863	NA	0.35447	0.073792	0.18634	0.050599	0.033766	NA	NA	NA	0.10942	NA	0.77433	0.13235	NA	NA	0.051841	NA
RLBP1	0.083381	0.47003	0.74707	0.5397	0.058416	0.18269	0.80289	0.90322	0.045453	0.96522	0.62537	NA	NA	NA	0.33047	0.43242	0.13046	0.94291	NA	NA	0.71922	0.90397
RLF	0.66551	0.55013	0.72494	0.069079	0.0031333	0.014328	0.94897	0.0012904	0.055147	0.016595	0.01756	NA	NA	NA	0.32311	0.01345	0.00078355	0.49799	NA	NA	0.72931	0.79041
RLIM	0.49601	0.077986	0.94015	0.0050489	0.0077349	0.704	0.12233	0.90017	0.048889	0.92667	0.034334	NA	NA	NA	0.034351	0.16155	0.71377	0.6274	NA	NA	0.70042	0.81374
RLN1	0.033434	0.3042	0.041104	0.15179	0.74329	0.26661	0.10552	0.093017	0.20877	0.095831	0.080974	NA	NA	NA	0.99561	0.23913	0.12002	0.96268	NA	NA	0.063681	0.059135
RLN2	0.14622	NA	NA	0.40364	0.035594	NA	0.67005	NA	NA	NA	0.63419	NA	NA	NA	NA	NA	0.97355	0.12958	NA	NA	0.10591	0.45773
RLN3	0.21547	0.20178	0.05508	0.96609	0.48386	0.92391	0.73962	0.99729	0.92423	0.17482	0.045123	NA	NA	NA	0.18092	0.12784	0.68835	0.38782	NA	NA	0.81269	0.34014
RLTPR	0.35085	NA	NA	0.33739	0.15932	NA	0.72257	NA	NA	NA	0.035412	NA	NA	NA	NA	NA	0.24325	0.58616	NA	NA	0.0032769	0.083331
RMDN1	0.030847	0.29358	0.37885	0.096946	0.11688	0.35692	0.092729	0.055703	0.93202	0.84901	0.083055	NA	NA	NA	0.24489	0.30862	0.19338	0.96384	NA	NA	0.71795	0.59728
RMDN2	0.59198	0.76324	0.94766	0.26577	0.91322	0.91941	0.92343	0.64911	0.0028194	0.75386	0.8685	NA	NA	NA	0.33961	0.53871	0.089855	0.44329	NA	NA	0.13203	0.32301
RMDN3	0.050423	0.55478	0.25381	0.0026988	0.07162	0.40012	0.050055	0.15774	0.05431	0.48972	0.95642	NA	NA	NA	0.14974	0.50681	0.51886	0.19081	NA	NA	0.96594	0.53939
RMI1	0.99943	0.0014654	0.0051614	0.12949	0.32405	0.49873	0.13328	0.98494	0.020747	0.2049	0.40427	NA	NA	NA	0.17076	0.082397	0.30788	0.012298	NA	NA	0.51595	0.08288
RMI2	0.38019	0.082387	0.0017075	0.33487	0.48393	0.039089	0.19779	0.53932	0.012919	0.2518	0.38432	NA	NA	NA	0.044696	0.58667	0.34758	0.00030564	NA	NA	0.99851	0.055223
RMND1	0.27256	0.061696	0.68801	0.076234	0.39341	0.038928	0.54649	0.48091	0.050718	0.11034	0.79029	NA	NA	NA	0.021097	0.26471	0.31444	0.011834	NA	NA	0.63179	0.060435
RMND5A	0.91759	0.28454	0.042103	0.14434	0.1055	0.026237	0.71716	0.79169	0.5977	0.099548	0.98509	NA	NA	NA	0.011021	0.45194	0.92245	0.011622	NA	NA	0.18901	0.0099478
RMND5B	0.0055367	0.13341	0.098029	0.79338	0.38076	0.92344	0.25405	0.52399	0.89911	0.90653	0.47846	NA	NA	NA	0.51637	0.96932	0.14197	0.17917	NA	NA	0.14548	0.06322
RNASE1	0.32704	NA	NA	NA	NA	0.60841	0.32585	NA	NA	NA	0.80606	NA	NA	NA	NA	0.015561	0.3971	0.79196	NA	NA	0.84534	0.33963
RNASE10	0.24097	0.079561	0.28635	NA	NA	0.81614	0.8408	0.44999	0.085137	0.070957	0.84473	NA	NA	NA	0.67853	0.065621	0.0083421	0.97406	NA	NA	0.70915	0.61347
RNASE11	0.010712	0.6303	0.98966	NA	NA	0.0008693	0.7906	0.85146	0.13816	0.37559	0.19093	NA	NA	NA	0.91815	0.089827	0.21117	0.56186	NA	NA	0.5738	0.42665
RNASE12	0.83888	0.96885	0.91283	NA	NA	0.12601	0.21845	0.097663	0.55662	0.76685	0.12862	NA	NA	NA	0.035879	0.60419	0.093493	0.57128	NA	NA	0.68876	0.60307
